Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,99.3626729484785,99.85774399643662,101.13526451623233,99.63298065764293,100.76649341792206,99.21128387847162,98.90587660640236,99.24025401839775,98.40710675803204,98.06309675137248,101.37809954936262,98.79159169973045,100.78447931509457,100.24251563716476,99.59702559863942,100.4901454024631,97.92863877779425,99.36063039939886,99.51996444920421,98.23822024111126,99.03098367369263,99.89619971680403,99.99934500135089,100.71716403360696,100.61863259159841,100.69965318314746,98.33928436882167,98.87677230129482,100.10842686904157,100.67092094022526,100.37869142358629,100.85326886697857,98.30540268123035,100.99307246054825,100.35267095478797,100.9961229996727,100.89707873740392,102.43402479024763,99.59470609710304,98.48432055855783,100.02185405905658,98.66686847221224,99.89641412031166,100.15714517222956,101.50128030602887,99.81027926423765,100.47807994816272,100.92737756202055,98.8936970641253,100.50957921482463,99.85025324566274,101.11053617319523,98.930436953247,99.6256855041873,100.0019548625468,99.45333510453223,101.93714699415303,100.09061690717866,99.70660332066304,99.9231537666451,101.05743141491119,99.13216879643177,101.39746848233446,102.3877072889099,99.0743653250628,99.28499101524672,99.69268124010598,100.34055583468631,100.89865975450684,98.39402110005034,100.27492422113157,99.57020198774906,101.18727335560004,99.29122313483539,101.01295996629922,100.71290360375671,99.15308470651273,101.09600877623643,100.06513370676974,99.45952526520114,101.07139509297826,100.33352702515168,99.72877653613433,98.01514382257596,100.08234457504646,100.66069016072144,99.11797200761988,99.43390529081736,100.79366294563836,101.1651151810108,99.95560809661357,100.17757007504413,98.40290705949513,99.24365527059555,100.56689979718593,100.75877431202835,98.37289711428157,98.53420843427702,100.33144304345129,100.10974657012582
2,99.71601412189476,100.97325330639164,100.52272069472879,98.75789199762038,101.18118305710495,98.14188786345817,98.36372517896069,100.5145884439515,98.8954179081343,97.4736667099755,102.61433196236612,98.83505157628059,99.9856001083337,101.69547632371736,100.04521982895889,100.10338519347738,98.44129980272103,98.56183088921183,98.89802405799855,96.71100254526836,99.945653798583,99.56340786408327,100.44950443174562,98.45830216274422,99.70021885781047,100.73375119195369,98.52653385291315,101.11445015502905,100.48191385846727,101.02948686369982,99.99279300403654,102.65712498238408,98.1739976029102,100.31199006665122,100.07830300624315,102.67019877035713,99.93402677463374,102.71749682819257,101.11656999826883,101.35752709630525,99.55881749817488,97.90776513009195,102.7446018575724,102.4407621235779,101.00687978918863,99.58651530797054,99.5078033790909,98.96490265345395,98.44282345095486,100.32185816873306,99.47697401813527,101.5662755273636,100.56288723328737,99.72524888390463,100.19043750225279,101.13431284136756,102.24076367836467,101.48542598756433,99.70930216485748,99.75626088346726,100.46125582825368,99.28320756154963,103.41945620017209,101.96436429333744,98.87444264872907,100.56034209846382,100.28531570878982,101.84341848757202,100.14746555501036,96.55924743616188,101.05283295786154,98.3119771755336,102.01209347400776,100.40876529985552,102.49466486051914,100.10067114573974,99.17620061648641,100.17448810726728,100.71927797998868,99.98976175722368,101.6589044492334,100.21664172780405,99.03323887335814,97.73637810460313,101.87172037335066,100.52553566943656,100.10723108626816,98.78025431240533,100.85620238223822,100.4945235633782,101.11466014745213,100.8610052553534,98.4577536745851,98.51343798471076,100.41495479064889,100.81302832139667,98.20917226322926,96.59905738014841,99.78929664227417,100.49046846717326
3,100.7426583503323,100.00958076988142,99.15300504014647,98.30096230894658,101.95168295033938,100.20699465313722,99.08466005424866,99.40001900915478,100.57483314035139,95.85936633590217,101.80222330979409,98.36946017051962,98.71512497071211,100.86002510312585,100.29751743592553,100.33227929028479,98.92569471121264,99.63819061777568,99.0234841696831,97.11696829044868,101.24999757267314,98.79953141447852,101.09937684237046,97.32444878791893,100.53435565969515,101.28068112580637,98.93220045490138,100.96370333156064,100.2342339619057,101.21625484737143,99.16602168124668,103.68745400296334,98.14789253021405,99.19078850708605,99.68312681961994,103.66602499699657,100.42403471719298,103.00583948991999,101.57101501892383,100.38418985263368,99.69303078994508,97.54544963964992,104.09045427484678,103.46774163663454,101.41981966593983,99.72068576438755,100.36380280058727,98.51423693959198,99.26709804355046,100.83006780610275,99.47669980053207,100.64687333891024,100.70217418162287,100.21493673808662,100.17808463757825,100.94894569309308,101.17450923957666,102.534333958042,100.39284619077543,99.46244136714554,101.67569945390383,99.57662854191074,102.67546841598748,104.24247434221152,99.84203981280727,101.04157436198687,100.37523144757989,99.86662496941844,100.66940857643807,96.02003371418088,100.25324771322973,96.54414764667703,102.02093235655225,99.61129264165612,102.56141016350784,99.74979228719641,99.93642570080857,101.61321004147602,99.97641578515514,101.53451634996236,103.07606253575982,99.20068475553278,97.1119105708483,97.94306222428223,102.51411748453356,98.34092957736726,99.83519033529979,97.71334271150194,101.2952750392961,101.04650553618188,101.94626002100757,101.67555451718759,97.21310696161623,98.64899264939821,100.63651817644708,99.19749508091921,98.0404526441267,96.23385715621973,97.94191444364182,100.86626611878536
4,101.48690367871428,99.61384510957389,99.53904216338067,98.0017470447932,100.46974509760484,99.1311585160199,99.99219186443986,99.15898233011085,100.5392126758907,92.83128924306074,102.14695604082547,97.4501517107982,99.16124716927474,101.16716788781963,101.29399350798975,100.92104613358835,98.81670389933338,98.73737180770524,98.87008712916528,97.50013661484118,101.72406559912105,100.02754996925275,102.29426361151232,97.2639767722933,100.79360378299266,101.2931046702088,99.31008246445371,101.33539371816897,98.79854374554027,102.02360558240376,98.74086877034422,103.59787030629184,97.89501941225126,100.15175401348793,98.64623145088889,103.51740018457397,101.2571317275065,103.33992579209776,101.93450757976534,100.94025940204635,101.38790523433144,98.41099425273781,104.25528874507502,103.29335613188712,101.92785991352564,100.09101705364482,100.18157556523333,98.72776493206969,98.57677210412169,100.87928700333627,98.5992098636619,101.00823058703683,101.14443232800501,100.15927864037286,100.9312308485267,102.79649076570037,100.82707682683271,103.09504372431552,103.53886856447353,100.67973315587814,102.54620897803265,100.26346332025891,102.30928926469153,104.74561515036875,99.0961196511922,101.98762578106775,101.51404551359269,98.64638055371915,100.2004363814519,97.24381967311271,100.85543894656648,97.34377703075215,100.71479324251573,99.50109870240786,101.81748980575559,97.51740897184933,98.50396854241154,102.47592500244164,99.54390734788704,102.84996952789112,103.77074033020321,98.19969887383239,95.25376763755798,97.60384321658432,101.74330458043491,98.69773657345043,99.4545990854232,97.25916758860275,100.94832978677229,100.38131901163729,101.38702584785989,102.85859954121084,96.29572036851687,98.07356900554564,101.11192743199094,98.1703319671497,98.48858032908343,96.71557926730699,97.91037788714422,101.70862192840315
5,101.93075644278113,98.31967729957265,99.51495354291788,97.83275829584318,100.36800490710552,96.80923843848741,101.22161960069826,99.48658806928923,102.01834652676973,93.81086998694461,103.4520489651763,97.03145487748061,98.99053488673411,101.66636620475289,100.96039603692421,100.60237601135547,98.51405672707678,98.84016337129815,97.55086660485662,96.96851536340336,100.87956542451984,99.79044474644871,102.1157817119847,97.9921899658671,100.42442841026939,102.20696588037964,100.08708731787226,101.54654622954989,99.56931886582383,103.25278102851257,99.31942696368,104.90436413604921,99.34638199424192,98.64371559612367,96.47821004086391,102.07960027537169,101.5324512500276,102.18163670993115,101.33969066442049,100.11958109994278,101.59950305048811,98.87247834625984,102.25879905327677,102.98526252905543,102.69479834812874,100.71108308320626,99.62492183750207,100.25545301969385,95.98747765170567,100.96723476024135,97.13577885311228,101.37401506919143,101.82815000914627,99.5866589752376,101.65135445736693,102.71384056102642,99.86000897842237,101.70934134147237,104.0232455964658,99.40818108112025,101.98305062126926,99.1021329246702,101.90627440373254,105.49850221702363,98.50864259796309,101.63430333436969,102.55210829885422,99.54266722640868,101.46967801807682,94.92721270873932,99.29673500057366,97.1773392350254,100.44735238838929,97.15119752105736,102.5473267222746,98.19145430139082,99.44756718405709,102.9746935897167,97.87553362780989,101.62708279125006,103.98717732940203,96.1432921964444,95.9687519401157,97.88384562097598,99.22430572704077,97.72639428712746,100.52020459078686,96.6784024809611,101.3343431147068,101.4204860892196,102.63674841825919,104.10412833156052,96.84192208719675,97.76318991351441,100.84312570769606,99.40641554313235,98.47032261633562,98.11814990339859,98.6174497735354,100.7084829100398
6,102.02088334143006,98.28454383678832,99.13629089128901,99.24362124517624,100.799676486869,96.18791797876334,100.29083870587073,99.93925350267747,101.3542362149566,94.86538808210838,103.86116243485083,97.73056464175625,98.832996614352,102.52833931098107,100.59433117445212,101.46765330228146,99.78897015163622,98.38286004948458,96.41076824015067,99.8484495474495,100.43169070632781,100.76614109806309,101.16814116041301,99.13621648705063,98.59704366316677,104.02489766862429,100.08155131667661,101.73644209046786,100.50561068309692,102.17855711439651,99.69725369023868,103.70965611736558,97.80759916758684,97.22361727551935,96.22529083263653,100.93229367002897,100.58583711841112,101.31315589296875,103.44715032352417,99.65164261194532,101.360119562291,97.65597381979917,102.70585064898323,103.37667117342109,102.12741939045522,100.0027595718581,100.53953899732525,101.52701006180573,95.31097347160811,99.10335673491777,97.77156984823843,101.5563196324079,100.98950862894766,99.35267042866464,99.93699728602914,102.37453438386923,99.04716628446113,103.34776191883765,102.73448766527314,98.77361598889082,103.30286262924261,100.75820363371226,102.1809487044618,105.52447451361746,100.30911707978954,102.50126671773886,101.68585542488867,102.1539656170467,101.30958225144401,96.28422849948453,99.11253490637725,98.47240418209904,101.7312131624323,95.57295146831413,102.71989203956959,97.13345669368752,98.5039902396403,102.2395008669227,97.61722841476629,100.04883254700262,104.66004133432806,96.24387583842297,95.87858287698845,97.84084301957417,100.42548247735509,97.6959086909394,99.77274801701978,95.75300068772167,100.6124217037066,100.5901329842252,101.87610206523794,103.86575466080888,96.07726498735471,97.89281188676432,100.37995171008461,99.86720949731657,97.8971207815116,98.21310098319528,99.18975155035565,97.72616136982695
7,101.55918410551863,98.08837760740641,97.55399813525146,98.56617322417215,100.9301906419228,96.0686948684443,102.12143450896747,99.27507696479316,99.96744927842992,94.35627276705173,103.69851441042142,98.2210296382113,98.46475469748019,103.81904074469101,102.6708481537786,102.51093591213072,99.19491639568906,98.6887718279189,95.89360635376444,99.72327811989692,101.76070161682311,100.94504738904975,101.90262742234299,99.74196839912182,98.827345623853,104.09628182356596,97.4478739311695,101.7846434976007,102.50667514623471,101.96774403285949,99.60240031212652,103.24157797947883,97.63477207385337,97.69626480722671,95.42091546740394,101.3491544125727,101.38900156793935,101.84005014194331,102.92493004199383,99.18013416121973,100.1715735870994,96.79098799869347,104.09705415675006,103.9046361197556,102.49243035927388,100.22518506125593,101.49793381062044,101.72448405157728,95.2518263466431,100.4283606185558,97.61117376866001,101.67398271365853,101.51836647444395,98.70538409646566,98.51386233374177,102.22162913452911,98.47155928586693,101.63693807145074,101.96751133293338,98.01154554438847,102.54147407382389,100.19132407565426,103.63031624315028,105.77113801740057,100.43666581422505,101.7984088612693,100.04311919516722,102.18287268417627,101.97183475513171,97.69110924460996,99.92826384638664,99.30304860500446,102.62742609800989,94.53553824734762,102.24150959457558,98.07346019733764,97.69781508005914,101.97601958963706,97.74945679007459,100.79536341787735,104.79200382879557,95.21856719701896,97.11336420243218,97.23226767787938,102.25083040649135,96.74664067477144,101.60206962697968,95.69423117654574,101.88112077114151,100.33141717991421,102.61750861477842,103.87606305646194,94.87303211717784,98.3745603429949,99.45864870297633,99.72695169556174,96.107222650813,97.54713962303597,99.16012755586783,97.0083475677734
8,100.95093895148962,97.6618801932644,97.6882041360834,98.73256117191808,102.53187284252681,96.80248523913251,102.50842408999766,98.74442604097295,97.9132185030388,95.83142692865513,103.20576244362249,98.15284758682141,98.26980107440293,101.6427943383493,102.8844313475539,101.7802408447593,100.15380691456586,98.52652639662857,98.05151936052444,97.89108241555422,103.11537580064784,100.46612818264575,102.25282760393866,101.00908078168027,98.09731422792281,103.95119590906907,97.28305423168014,101.25031175055383,102.03271999594,103.8851778899589,100.69786536842949,102.92632824320764,97.11305107990451,98.03285487493147,95.85896652895443,102.51899559885791,100.15290208840779,102.29458213886132,103.48877722388887,98.75811655751512,98.71671700564754,96.5293446417703,103.07065281672335,105.79261440021104,102.98579669832536,99.4420234105819,102.21473299155357,103.7539335382942,96.08718196648107,99.81342739414877,97.14998572597833,102.05962140379515,101.1314376991419,97.5565382826945,100.45737962998369,102.86542036755698,98.64907078825978,100.29584268410396,101.09981727098446,96.4191151866733,103.79201098654309,99.65099333553131,101.28013388776412,105.92479244898814,100.34071550740678,102.69919404173898,100.01812545585757,102.60318405958594,102.10004287835979,98.71660636002969,102.19424389432389,99.32058293411185,101.77136758731744,95.29659518923263,102.04485499834539,97.41293083497465,98.23890271116963,102.04581322824735,96.49935012032532,100.4989793435757,106.36473033734259,94.83043542644927,97.54446642065191,96.52105455737009,102.11310158374837,96.74949247645785,103.32161587496346,94.78798570542327,103.20100563993671,102.2726153264845,103.3444923721652,104.49406593416288,94.10862281400946,97.02300334449927,97.00240209646489,98.78283096641576,97.57212181457517,99.14877089121903,98.33490331047449,97.2230284725057
9,100.03785211960322,97.6567121952145,97.57111316691177,98.43263388731579,102.49978894805865,97.98023073871691,102.93571366291035,99.27305265984508,96.09189989061483,95.76777570640286,103.65207073703715,98.56772798444068,99.61609003771633,102.10285700854155,103.86047559750702,101.32129670706524,100.73666717234781,98.23836349396672,98.89850393684003,98.80138294095444,103.24673237528816,99.78813185813163,100.29443588211784,100.15590692187587,97.79599334061928,103.75661120700022,96.44065997192553,100.58896981339174,102.30390731536953,103.16777967375577,100.72061771074416,102.00248018710862,95.92466136824322,99.5200063803838,96.575022962865,100.44364255100511,99.58226846528417,104.30454759752854,104.02744801035591,98.45194494786809,98.53079185266404,97.23102146681519,103.23800585287196,106.06417051944055,101.96109327302877,97.90009215330598,103.61082159061398,103.68071809579284,95.69115510770034,101.9330775724186,98.73601796181553,101.22093592234617,101.88683040249846,97.7737174646805,100.50671278828821,103.01017137865833,99.60218862514222,100.11596259990577,100.1799389569147,97.99713696180937,105.45063867404002,99.22516215404195,100.30037758972531,106.487956589225,100.62522345625865,102.274966404447,100.70853078458109,101.59296699388646,99.63687885666154,99.36067793654249,102.26876313029159,99.58994805569192,102.43294632809001,95.65411095652087,102.26147656657835,98.48089400036582,98.68031942517672,101.10301577781493,96.40979020575543,99.95025315652273,108.28528748538828,93.75911617088168,100.29345304285134,95.24018822963544,102.27722569558101,97.7779185023268,104.9028973396726,93.08786335646523,101.41375558314228,101.27057660127731,102.4719625380556,104.25842925308999,92.73417952086173,96.77515085693142,95.34111177494819,99.08112797971373,96.52495229400475,100.13349621712815,99.0362371030549,99.10199740313811
